Year,Month,Day,Hour,Minute,DNI,DHI,GHI,DewPoint,Temperature,Pressure,RelativeHumidity,WindDirection,WindSpeed,SurfaceAlbedo
2022,5,18,19,30,0,7,7,17.7,17.7,980,100,31,0.5,0.17
2022,5,18,20,30,0,0,0,17,17,981,100,172,0.7,0.17
2022,5,18,21,30,0,0,0,16.4,16.4,982,100,319,0.8,0.17
2022,5,18,22,30,0,0,0,15.8,15.8,982,100,287,0.9,0.17
2022,5,18,23,30,0,0,0,15.3,15.3,982,100,264,1.1,0.17
2022,5,19,0,30,0,0,0,15.1,15.1,982,100,252,1.4,0.17
2022,5,19,1,30,0,0,0,15.2,15.2,982,100,249,1.7,0.17
2022,5,19,2,30,0,0,0,15.3,15.3,982,100,250,1.9,0.17
2022,5,19,3,30,0,0,0,15.3,15.3,982,100,251,2,0.17
2022,5,19,4,30,0,0,0,15.3,15.3,982,99.78,252,2,0.17
2022,5,19,5,30,25,11,12,15.2,15.8,983,96.3,251,2.3,0.17
2022,5,19,6,30,321,77,144,15.9,17.1,983,92.63,250,2.7,0.17
2022,5,19,7,30,550,115,332,16.9,18.7,984,89.25,250,2.8,0.17
2022,5,19,8,30,214,102,224,17.7,20.6,984,83.46,245,2.9,0.17
2022,5,19,9,30,105,281,357,17.7,22.4,984,74.92,236,3.1,0.17
2022,5,19,10,30,39,320,353,17.4,23.9,983,66.99,229,3.2,0.17
2022,5,19,11,30,332,355,658,17.2,25,983,61.76,222,3.3,0.17
2022,5,19,12,30,144,483,618,17.2,25.9,982,58.77,214,3.4,0.17
2022,5,19,13,30,219,446,647,17.5,26.5,981,57.71,206,3.6,0.17
2022,5,19,14,30,498,279,702,17.9,26.7,981,58.54,198,3.8,0.17
2022,5,19,15,30,423,272,583,18.4,26.6,980,60.69,192,4,0.17
2022,5,19,16,30,395,232,464,18.9,26.1,980,64.66,188,3.7,0.17
2022,5,19,17,30,43,189,207,19.7,24.9,979,73.05,180,2.9,0.17
2022,5,19,18,30,17,84,88,20.9,23.1,979,87.66,170,2.4,0.17
2022,5,19,19,30,0,8,8,20.5,21.8,979,92.49,166,2.8,0.17
2022,5,19,20,30,0,0,0,20.5,21.5,979,93.76,169,3.6,0.17
2022,5,19,21,30,0,0,0,20.7,21.3,979,96.64,174,4,0.17
2022,5,19,22,30,0,0,0,20.6,20.8,979,98.94,177,4.1,0.17
2022,5,19,23,30,0,0,0,20,20.1,978,99.57,175,4.1,0.17
2022,5,20,0,30,0,0,0,19.3,19.6,978,98.3,170,4.2,0.17
2022,5,20,1,30,0,0,0,18.9,19.6,977,95.85,169,4.4,0.17
2022,5,20,2,30,0,0,0,19.3,20,977,95.66,181,4.6,0.17
2022,5,20,3,30,0,0,0,19.8,20.6,976,95.23,206,5.1,0.17
2022,5,20,4,30,0,0,0,20.3,20.9,977,96.45,219,5.4,0.17
2022,5,20,5,30,0,2,2,20.5,21,978,96.86,220,5.1,0.17
2022,5,20,6,30,0,28,28,20.5,21.3,978,95.08,218,5.1,0.17
2022,5,20,7,30,42,182,199,20.7,21.8,979,93.53,214,5.1,0.17
2022,5,20,8,30,201,275,390,21.2,22.7,980,91.07,212,5.4,0.17
2022,5,20,9,30,207,354,504,21.6,24,980,86.65,213,5.7,0.17
2022,5,20,10,30,362,355,659,21.9,25.1,980,82.34,213,5.9,0.17
2022,5,20,11,30,331,403,706,21.9,25.8,980,78.95,210,5.8,0.17
2022,5,20,12,30,477,323,772,21.9,26.4,980,76.19,206,5.8,0.17
2022,5,20,13,30,518,297,773,21.8,27.1,980,72.73,205,5.9,0.17
2022,5,20,14,30,795,156,832,21.6,27.7,980,69.53,207,6,0.17
2022,5,20,15,30,763,147,710,21.5,27.8,980,68.66,208,6,0.17
2022,5,20,16,30,703,129,544,21.6,27.3,980,71,205,5.9,0.17
2022,5,20,17,30,605,104,357,21.8,26.4,981,75.99,202,5.6,0.17
2022,5,20,18,30,421,70,168,21.7,25.2,981,80.88,202,5.5,0.17
2022,5,20,19,30,90,19,23,21.3,24,982,84.69,204,5.3,0.17
2022,5,20,20,30,0,0,0,20.9,23.2,983,87.17,206,5.1,0.17
2022,5,20,21,30,0,0,0,20.8,22.6,984,89.61,206,4.6,0.17
2022,5,20,22,30,0,0,0,20.7,22,984,92.2,206,4.1,0.17
2022,5,20,23,30,0,0,0,20.6,21.5,985,94.48,204,3.8,0.17
2022,5,21,0,30,0,0,0,20.5,21.1,985,96.1,201,3.6,0.17
2022,5,21,1,30,0,0,0,20.4,20.9,985,96.72,198,3.6,0.17
2022,5,21,2,30,0,0,0,20.3,20.7,985,97.62,193,3.9,0.17
2022,5,21,3,30,0,0,0,20.3,20.6,985,98.25,194,3.9,0.17
2022,5,21,4,30,0,0,0,20.3,20.4,986,99.33,202,3.5,0.17
2022,5,21,5,30,6,9,9,20.2,20.8,987,96.47,208,3.5,0.17
2022,5,21,6,30,40,94,102,20.6,22,988,92.03,214,4.1,0.17
2022,5,21,7,30,192,200,276,21.4,23.3,989,89,221,4.5,0.17
2022,5,21,8,30,218,259,384,22,24.6,989,85.62,224,4.7,0.17
2022,5,21,9,30,466,260,597,22.4,25.7,989,81.98,223,4.7,0.17
2022,5,21,10,30,402,333,671,22.5,26.3,989,79.67,221,4.5,0.17
2022,5,21,11,30,122,363,475,22.6,26.7,989,78.22,221,4.3,0.17
2022,5,21,12,30,129,349,471,22.7,26.8,989,78.35,223,4,0.17
2022,5,21,13,30,333,408,715,22.8,26.6,989,79.87,226,3.5,0.17
2022,5,21,14,30,1,119,120,23.1,26.4,989,81.89,225,2.9,0.17
2022,5,21,15,30,0,74,74,23.3,25.9,989,85.79,219,2.3,0.17
2022,5,21,16,30,0,32,32,23.4,25.2,989,89.99,216,1.9,0.17
2022,5,21,17,30,0,10,10,23.3,24.1,989,95.01,210,1.6,0.17
2022,5,21,18,30,0,28,28,22.9,22.9,990,100,198,1.5,0.17
2022,5,21,19,30,11,15,16,22.1,22.1,990,100,193,2,0.16
2022,5,21,20,30,0,0,0,21.8,21.8,991,100,193,2.6,0.16
2022,5,21,21,30,0,0,0,21.5,21.6,991,99.56,192,3,0.16
2022,5,21,22,30,0,0,0,21.2,21.4,991,98.81,187,3.2,0.16
2022,5,21,23,30,0,0,0,20.9,21.1,990,98.96,184,3.5,0.16
2022,5,22,0,30,0,0,0,20.7,20.9,989,98.64,192,3.4,0.16
2022,5,22,1,30,0,0,0,20.4,20.6,989,99.07,219,3.2,0.16
2022,5,22,2,30,0,0,0,20.3,20.4,990,99.2,258,3.6,0.16
2022,5,22,3,30,0,0,0,19.3,19.3,991,100,293,4.2,0.16
2022,5,22,4,30,0,0,0,17.3,17.3,992,100,314,4.2,0.16
2022,5,22,5,30,0,3,3,15.2,15.5,992,97.81,320,3.8,0.16
2022,5,22,6,30,0,34,34,13.6,14.8,993,92.38,315,3.8,0.16
2022,5,22,7,30,5,112,114,12.9,15,994,87.19,313,4,0.16
2022,5,22,8,30,0,73,73,12.6,16,995,80.42,317,4,0.16
2022,5,22,9,30,21,244,259,12.9,17.7,995,73.25,318,4.1,0.16
2022,5,22,10,30,28,379,403,13.2,19,996,69.29,317,4,0.16
2022,5,22,11,30,18,362,378,13.4,19.5,996,67.78,318,4,0.16
2022,5,22,12,30,49,431,477,13.4,19.7,996,67.03,317,4,0.16
2022,5,22,13,30,96,438,527,13.5,19.6,997,67.68,319,4,0.16
2022,5,22,14,30,90,422,499,13.1,19,997,68.5,321,3.8,0.16
2022,5,22,15,30,119,358,446,12.6,18.5,997,68.5,325,3.5,0.16
2022,5,22,16,30,339,259,460,12.1,18.1,998,67.81,329,3.3,0.16
2022,5,22,17,30,498,137,347,11.4,17.5,998,67.57,335,2.9,0.16
2022,5,22,18,30,228,99,153,11.4,16.1,998,73.71,341,2.3,0.16
2022,5,22,19,30,1,21,21,11.4,14.4,998,81.95,346,2.3,0.16
2022,5,22,20,30,0,0,0,10.1,13.3,999,80.9,349,2.8,0.16
2022,5,22,21,30,0,0,0,8.9,12.4,999,79.25,353,3.2,0.16
2022,5,22,22,30,0,0,0,8.1,11.4,999,80.1,357,3.3,0.16
2022,5,22,23,30,0,0,0,7.6,10.7,999,81.11,182,3.2,0.16
2022,5,23,0,30,0,0,0,7.2,10.1,999,82.46,8,3,0.16
2022,5,23,1,30,0,0,0,7,9.6,999,83.78,14,2.8,0.16
2022,5,23,2,30,0,0,0,6.8,9.2,999,84.88,17,2.6,0.16
2022,5,23,3,30,0,0,0,6.6,9,999,85.05,17,2.7,0.16
2022,5,23,4,30,0,0,0,6.4,8.7,999,85.63,17,2.9,0.16
2022,5,23,5,30,0,8,8,6.4,8.8,999,84.64,17,3.1,0.16
2022,5,23,6,30,4,70,71,6.6,9.5,999,81.9,18,3.1,0.16
2022,5,23,7,30,50,195,215,7.3,10.8,999,78.74,25,3.2,0.16
2022,5,23,8,30,162,284,377,8.1,12.4,999,74.94,35,3.4,0.16
2022,5,23,9,30,143,356,460,8.6,13.9,998,70.61,41,3.5,0.16
2022,5,23,10,30,149,406,532,9,15.3,998,66.22,45,3.4,0.16
2022,5,23,11,30,271,431,680,9.5,16.4,998,63.48,49,3.3,0.16
2022,5,23,12,30,149,451,592,9.9,17.2,997,62.06,53,3.3,0.16
2022,5,23,13,30,64,449,508,10.2,17.7,996,61.49,56,3.2,0.16
2022,5,23,14,30,21,351,369,10.5,17.9,996,61.75,58,3.1,0.16
2022,5,23,15,30,13,265,275,10.7,17.8,995,62.95,61,3.1,0.16
2022,5,23,16,30,60,257,293,10.9,17.6,995,64.63,64,3,0.16
2022,5,23,17,30,33,142,156,11.3,17,995,68.95,65,2.6,0.16
2022,5,23,18,30,1,48,48,12.2,15.8,996,79.34,63,1.8,0.16
2022,5,23,19,30,0,18,18,12.6,14.5,996,88.41,60,1.7,0.17
2022,5,23,20,30,0,0,0,11.8,13.7,996,88.31,60,2.2,0.17
2022,5,23,21,30,0,0,0,11,12.9,996,88.02,61,2.8,0.17
2022,5,23,22,30,0,0,0,10.1,11.9,995,88.6,60,2.9,0.17
2022,5,23,23,30,0,0,0,9.5,11.1,995,89.88,57,2.8,0.17
2022,5,24,0,30,0,0,0,9,10.5,995,90.47,55,2.9,0.17
2022,5,24,1,30,0,0,0,8.5,10,994,90.15,55,3,0.17
2022,5,24,2,30,0,0,0,8.1,9.6,994,90.52,55,2.9,0.17
2022,5,24,3,30,0,0,0,7.9,9.4,994,90.23,51,2.9,0.17
2022,5,24,4,30,0,0,0,7.7,9.2,995,90.47,46,2.9,0.17
2022,5,24,5,30,48,14,16,7.7,9.5,996,88.4,41,3.2,0.17
2022,5,24,6,30,339,76,150,8,10.9,996,82.15,41,3.5,0.17
2022,5,24,7,30,543,116,335,8.4,12.9,996,74.08,48,3.8,0.17
2022,5,24,8,30,601,164,511,8.9,15.3,996,65.74,57,4,0.17
2022,5,24,9,30,770,143,703,9.9,17.5,995,60.98,65,4.1,0.17
2022,5,24,10,30,830,141,841,11.3,19.3,995,59.97,72,3.8,0.17
2022,5,24,11,30,843,152,926,12.6,20.7,995,59.93,77,3.5,0.17
2022,5,24,12,30,832,165,952,13.7,21.7,994,60.43,80,3.1,0.17
2022,5,24,13,30,804,177,920,14.5,22.4,994,61.12,81,3,0.17
2022,5,24,14,30,773,175,836,15.1,22.8,993,61.76,81,3,0.17
2022,5,24,15,30,568,242,665,15.4,22.8,993,62.97,80,2.9,0.17
2022,5,24,16,30,505,204,506,15.6,22.5,993,64.84,79,2.7,0.17
2022,5,24,17,30,397,171,340,15.8,21.7,993,69.27,78,2.2,0.17
2022,5,24,18,30,279,100,167,16.8,20.1,993,81.47,76,1.6,0.17
2022,5,24,19,30,1,21,21,16.8,18.4,994,90.29,74,1.5,0.17
2022,5,24,20,30,0,0,0,15.7,17.5,994,89.1,76,2,0.17
2022,5,24,21,30,0,0,0,15.2,17.1,994,88.73,81,2.4,0.17
2022,5,24,22,30,0,0,0,15,16.6,994,90.25,89,2.5,0.17
2022,5,24,23,30,0,0,0,15,16.3,993,92.21,98,2.5,0.17
2022,5,25,0,30,0,0,0,15.3,16.2,993,94.4,106,2.5,0.17
2022,5,25,1,30,0,0,0,15.6,16.2,992,96.4,114,2.7,0.17
2022,5,25,2,30,0,0,0,15.9,16.2,992,98.07,119,3,0.17
2022,5,25,3,30,0,0,0,16,16.3,992,98.19,122,3.2,0.17
2022,5,25,4,30,0,0,0,15.9,16.4,992,97.16,124,3.3,0.17
2022,5,25,5,30,0,6,6,15.9,16.6,992,95.35,126,3.5,0.17
2022,5,25,6,30,25,98,103,16,17.1,992,93.23,123,3.7,0.17
2022,5,25,7,30,7,101,104,16.3,17.8,992,90.99,121,3.9,0.17
2022,5,25,8,30,1,157,158,16.9,18.7,992,89.02,127,4.1,0.17
2022,5,25,9,30,2,238,239,17.5,19.9,992,86.3,141,4.3,0.17
2022,5,25,10,30,266,367,592,18.3,21.6,992,81.51,155,4.2,0.17
2022,5,25,11,30,468,337,767,19.2,23.5,992,76.66,160,4,0.17
2022,5,25,12,30,562,307,839,20,24.9,991,74.14,158,3.8,0.17
2022,5,25,13,30,258,406,645,20.5,25.5,990,73.82,151,3.9,0.17
2022,5,25,14,30,91,372,450,20.9,25.5,990,75.72,144,3.9,0.17
2022,5,25,15,30,375,314,594,21.2,25.1,989,79,135,3.7,0.17
2022,5,25,16,30,26,122,138,21.7,24.6,988,83.79,125,3.3,0.17
2022,5,25,17,30,149,199,263,21.9,23.7,988,89.7,126,3.2,0.17
2022,5,25,18,30,82,124,144,21.8,22.9,988,93.36,143,3.2,0.17
2022,5,25,19,30,0,17,17,21.5,22.4,988,94.64,161,3.2,0.16
2022,5,25,20,30,0,0,0,21.1,22.1,988,94.11,174,3.5,0.16
2022,5,25,21,30,0,0,0,20.9,21.8,988,94.7,180,3.7,0.16
2022,5,25,22,30,0,0,0,20.7,21.4,988,95.54,179,4,0.16
2022,5,25,23,30,0,0,0,20.3,21,988,96.02,176,4.2,0.16
2022,5,26,0,30,0,0,0,19.9,20.4,988,96.93,173,4.1,0.16
2022,5,26,1,30,0,0,0,19.4,19.8,988,97.29,169,4,0.16
2022,5,26,2,30,0,0,0,18.9,19.4,988,97.12,168,4,0.16
2022,5,26,3,30,0,0,0,18.7,19.1,989,97.34,171,4.1,0.16
2022,5,26,4,30,0,0,0,18.4,19,989,96.43,175,4.1,0.16
2022,5,26,5,30,0,6,6,18.2,19,989,95.41,176,4.1,0.16
2022,5,26,6,30,0,23,23,18.4,19.4,989,93.79,175,4.2,0.16
2022,5,26,7,30,9,107,111,18.7,20.2,989,91.3,172,4.3,0.16
2022,5,26,8,30,20,195,207,19.2,21.4,988,87.12,174,4.8,0.16
2022,5,26,9,30,16,199,211,19.6,22.4,988,84.2,178,5.4,0.16
2022,5,26,10,30,15,261,274,19.6,22.8,987,82.23,179,5.7,0.16
2022,5,26,11,30,6,292,298,19.5,23.1,987,80.4,179,5.7,0.16
2022,5,26,12,30,44,381,423,19.5,23.4,986,78.77,180,5.7,0.16
2022,5,26,13,30,0,178,178,19.8,23.8,986,78.42,182,5.5,0.16
2022,5,26,14,30,1,126,127,20,23.7,985,79.85,183,4.8,0.16
2022,5,26,15,30,221,292,457,20.3,23.1,985,84.1,181,3.9,0.16
2022,5,26,16,30,11,188,195,20.7,22.4,985,89.89,172,3.2,0.16
2022,5,26,17,30,0,33,33,20.6,21.6,984,94.3,158,3.1,0.16
2022,5,26,18,30,4,69,70,20.3,20.9,984,96.19,152,3.8,0.16
2022,5,26,19,30,0,11,11,19.7,20.1,984,97.37,151,4.5,0.16
2022,5,26,20,30,0,0,0,18.9,19.3,984,97.65,148,4.6,0.16
2022,5,26,21,30,0,0,0,18.1,18.5,984,97.61,144,4.3,0.16
2022,5,26,22,30,0,0,0,17.5,17.9,983,97.78,147,3.9,0.16
2022,5,26,23,30,0,0,0,17.2,17.6,983,97.52,160,3.5,0.16
2022,5,27,0,30,0,0,0,17.1,17.3,983,98.62,184,2.9,0.16
2022,5,27,1,30,0,0,0,16.8,16.8,983,100,208,2.1,0.16
2022,5,27,2,30,0,0,0,15.9,15.9,983,100,223,1.5,0.16
2022,5,27,3,30,0,0,0,15.1,15.1,983,100,224,1.2,0.16
2022,5,27,4,30,0,0,0,14.5,14.5,983,100,213,1.1,0.16
2022,5,27,5,30,0,10,10,14.6,15.4,983,94.86,199,1.6,0.16
2022,5,27,6,30,1,54,54,15.9,17,983,93.44,196,2.5,0.16
2022,5,27,7,30,34,171,185,15.8,17.9,983,87.77,201,3.2,0.16
2022,5,27,8,30,154,234,323,15.3,18.5,983,81.45,204,3.6,0.16
2022,5,27,9,30,22,311,327,14.7,18.5,982,78.38,206,3.7,0.16
2022,5,27,10,30,1,242,243,14.3,18.4,982,76.82,207,3.7,0.16
2022,5,27,11,30,45,391,432,14,18.9,982,73.21,212,3.6,0.16
2022,5,27,12,30,192,485,667,14,19.7,982,69.76,220,3.6,0.16
2022,5,27,13,30,172,359,519,14.1,20.2,982,67.92,230,3.6,0.16
2022,5,27,14,30,29,204,229,14,20.2,981,67.37,243,3.5,0.16
2022,5,27,15,30,505,249,627,13.9,19.7,982,69.17,256,3.5,0.16
2022,5,27,16,30,157,205,300,14,19.1,982,72.28,265,3.4,0.16
2022,5,27,17,30,173,65,140,14.3,18.4,982,77.15,268,3,0.16
2022,5,27,18,30,183,76,121,15,17.3,982,86.22,269,2.3,0.16
2022,5,27,19,30,0,12,12,15.3,16,983,95.57,273,2,0.16
2022,5,27,20,30,0,0,0,14.9,15.3,983,97.34,282,2.5,0.16
2022,5,27,21,30,0,0,0,14.7,15,984,98.27,288,2.9,0.16
2022,5,27,22,30,0,0,0,14.3,14.4,984,99.26,287,2.8,0.16
2022,5,27,23,30,0,0,0,13.6,13.7,984,99.38,287,2.7,0.16
2022,5,28,0,30,0,0,0,12.9,13,984,99.26,289,2.6,0.16
2022,5,28,1,30,0,0,0,12.3,12.6,984,98.15,289,2.5,0.16
2022,5,28,2,30,0,0,0,11.9,12.2,985,98.02,293,2.4,0.16
2022,5,28,3,30,0,0,0,11.6,11.9,985,97.78,300,2.2,0.16
2022,5,28,4,30,0,0,0,11.4,11.8,986,97.08,304,2.3,0.16
2022,5,28,5,30,29,13,14,11.2,12.1,986,94.08,308,2.5,0.16
2022,5,28,6,30,379,77,161,11.6,13.3,987,89.22,315,2.8,0.16
2022,5,28,7,30,522,105,318,12.7,15.2,988,85.04,328,2.8,0.16
2022,5,28,8,30,711,133,546,14,17.5,988,79.83,337,2.5,0.16
2022,5,28,9,30,792,143,722,14.7,19.4,988,74.27,335,1.9,0.16
2022,5,28,10,30,329,244,523,15.1,20.9,988,69.47,298,1.3,0.16
2022,5,28,11,30,0,265,265,15.4,21.9,988,66.44,253,1.4,0.16
2022,5,28,12,30,118,400,512,15.6,22.6,988,64.77,239,1.8,0.16
2022,5,28,13,30,31,375,404,15.8,23,988,64,238,2.1,0.16
2022,5,28,14,30,87,309,384,15.8,23.1,987,63.61,241,2.3,0.16
2022,5,28,15,30,174,327,457,15.7,23,987,63.6,247,2.3,0.16
2022,5,28,16,30,654,144,539,15.7,22.7,987,64.57,251,2.1,0.16
2022,5,28,17,30,615,106,372,15.7,22.1,987,66.89,245,1.5,0.16
2022,5,28,18,30,131,82,115,16.1,21,987,73.77,222,1,0.16
2022,5,28,19,30,128,27,35,16.5,19.2,987,84.61,193,0.9,0.16
2022,5,28,20,30,0,0,0,15.1,17.5,988,85.86,178,1,0.16
2022,5,28,21,30,0,0,0,14.6,16.4,988,89.38,176,1.2,0.16
2022,5,28,22,30,0,0,0,14.3,15.7,988,91.28,178,1.3,0.16
2022,5,28,23,30,0,0,0,14,15.1,988,93.03,185,1.3,0.16
2022,5,29,0,30,0,0,0,13.8,14.4,989,96.1,194,1.3,0.16
2022,5,29,1,30,0,0,0,13.7,13.8,989,99.67,198,1.3,0.16
2022,5,29,2,30,0,0,0,13.3,13.3,989,100,197,1.2,0.16
2022,5,29,3,30,0,0,0,12.8,12.8,989,100,195,1.1,0.16
2022,5,29,4,30,0,0,0,12.6,12.6,989,100,192,1.1,0.16
2022,5,29,5,30,66,17,20,13.7,13.9,990,98.4,183,1.5,0.16
2022,5,29,6,30,412,71,163,14.4,16.2,990,88.95,168,2,0.16
2022,5,29,7,30,364,166,315,15.4,18.7,990,81.2,167,2.6,0.16
2022,5,29,8,30,741,116,547,16.2,21.1,990,73.41,177,3.2,0.16
2022,5,29,9,30,809,127,719,16.7,22.7,990,68.77,181,3.4,0.16
2022,5,29,10,30,854,132,856,17.3,24,990,66.2,180,3.4,0.16
2022,5,29,11,30,875,135,942,17.9,25.1,989,64.25,178,3.6,0.16
2022,5,29,12,30,881,136,973,18.3,26,989,62.5,177,3.7,0.16
2022,5,29,13,30,874,134,947,18.5,26.5,989,61.53,176,3.9,0.16
2022,5,29,14,30,837,138,859,18.6,26.6,988,61.57,174,4,0.16
2022,5,29,15,30,597,226,674,18.7,26.4,988,62.62,172,4,0.16
2022,5,29,16,30,742,117,566,18.8,25.9,988,64.77,170,3.8,0.16
2022,5,29,17,30,475,151,358,18.9,24.9,988,69.52,170,3.2,0.16
2022,5,29,18,30,219,116,171,19.8,23.1,988,81.73,171,2.3,0.16
2022,5,29,19,30,5,30,30,19.6,21.3,989,89.86,172,1.9,0.16
2022,5,29,20,30,0,0,0,18.8,20.6,989,89.26,174,2.1,0.16
2022,5,29,21,30,0,0,0,18.6,20.4,989,89.62,176,2.4,0.16
2022,5,29,22,30,0,0,0,18.4,20.1,989,90.12,179,2.8,0.16
2022,5,29,23,30,0,0,0,18.1,19.7,989,90.44,181,3.3,0.16
2022,5,30,0,30,0,0,0,17.8,19.3,989,91.28,181,3.5,0.16
2022,5,30,1,30,0,0,0,17.6,19,989,91.65,177,3.7,0.16
2022,5,30,2,30,0,0,0,17.3,18.7,990,91.86,180,3.5,0.16
2022,5,30,3,30,0,0,0,17,18.4,990,91.69,192,3,0.16
2022,5,30,4,30,0,0,0,16.7,17.8,990,93.44,201,2.2,0.16
2022,5,30,5,30,103,17,22,16.4,18.1,991,90.06,199,1.9,0.16
2022,5,30,6,30,474,61,168,17.2,19.8,991,85.21,183,2.1,0.16
2022,5,30,7,30,660,87,358,18.1,21.9,992,78.88,174,2.3,0.16
2022,5,30,8,30,764,103,549,19.2,24.4,992,72.63,186,2.9,0.16
2022,5,30,9,30,832,113,723,18.9,26.4,991,63.54,198,3.6,0.16
2022,5,30,10,30,875,118,861,18.7,27.6,991,58.37,198,4,0.16
2022,5,30,11,30,898,123,952,18.5,28.4,991,55.03,195,4.4,0.16
2022,5,30,12,30,827,161,948,18.7,28.9,990,54.09,191,4.7,0.16
2022,5,30,13,30,742,162,852,19.1,29.1,990,54.71,189,4.8,0.16
2022,5,30,14,30,748,190,835,19.4,29.1,990,56.01,187,4.8,0.16
2022,5,30,15,30,488,200,567,19.8,28.8,989,58.21,185,4.6,0.16
2022,5,30,16,30,772,103,572,20.2,28.2,989,62.04,184,4.2,0.16
2022,5,30,17,30,702,81,388,21.1,27.2,989,69.52,182,3.5,0.16
2022,5,30,18,30,534,61,196,21.9,25.4,989,81.21,182,2.9,0.16
2022,5,30,19,30,198,26,40,21.6,23.6,990,88.48,183,2.6,0.16
2022,5,30,20,30,0,0,0,20.9,22.7,990,89.42,182,2.6,0.16
2022,5,30,21,30,0,0,0,20.6,22.2,990,90.89,183,2.6,0.16
2022,5,30,22,30,0,0,0,20.5,21.8,990,92.28,186,2.7,0.16
2022,5,30,23,30,0,0,0,20.4,21.3,990,94.49,191,2.7,0.16
2022,5,31,0,30,0,0,0,20.2,20.7,990,97.21,196,2.3,0.16
2022,5,31,1,30,0,0,0,20.1,20.1,990,100,199,1.8,0.16
2022,5,31,2,30,0,0,0,19.7,19.7,991,100,201,1.6,0.16
2022,5,31,3,30,0,0,0,19.6,19.6,991,100,208,1.7,0.16
2022,5,31,4,30,0,0,0,19.8,19.8,992,100,219,1.9,0.16
2022,5,31,5,30,113,19,24,20.3,20.8,992,97.14,226,2.5,0.16
2022,5,31,6,30,465,62,167,20.9,22.4,992,91.05,226,2.9,0.16
2022,5,31,7,30,656,85,354,21.6,24.2,992,85.64,225,3.1,0.16
2022,5,31,8,30,767,98,546,21.9,26.1,992,77.72,225,3.3,0.16
2022,5,31,9,30,830,107,716,21.5,27.4,992,70.19,224,3.6,0.16
2022,5,31,10,30,866,114,850,21.2,28.4,992,65.03,219,3.7,0.16
2022,5,31,11,30,884,121,938,21.4,29.2,991,62.8,211,3.8,0.16
2022,5,31,12,30,887,125,969,21.7,29.6,990,62.44,205,4.1,0.16
2022,5,31,13,30,876,126,942,22,29.9,990,62.48,209,4.2,0.16
2022,5,31,14,30,852,124,860,22.2,29.9,990,63.32,219,4.2,0.16
2022,5,31,15,30,808,122,731,22.3,29.7,990,64.54,224,4,0.16
2022,5,31,16,30,740,116,566,22.3,29.1,990,66.79,223,3.5,0.16
2022,5,31,17,30,633,101,378,22.6,28,989,72.31,220,2.8,0.16
2022,5,31,18,30,452,75,190,23.2,26.3,989,83.25,219,2.1,0.16
2022,5,31,19,30,137,29,39,22.9,24.5,990,90.88,218,1.8,0.16
2022,5,31,20,30,0,0,0,21.9,23.4,990,91.24,216,1.8,0.16
2022,5,31,21,30,0,0,0,21.5,22.8,990,92.26,216,2,0.16
2022,5,31,22,30,0,0,0,21.2,22.3,990,93.37,217,2.1,0.16
2022,5,31,23,30,0,0,0,21,21.9,989,94.73,215,2.2,0.16
