FY,SIC,EMPLOYEES,PRODUCTS,PRODHOURS,E2_plant_cost,E2_plant_usage,E2 in joule,kWh,KW,MW
1989.0,2099.0,239.0,"SPICES, EXTRACTS, SAUCES",4000.0,173881.0,46059.0,48600000000000.0,13498560.42,3374.640105,3.374640105
2017.0,3714.0,339.0,Sub assembly logistics,4250.0,303416.0,45614.0,48100000000000.0,13368143.79,3145.445599,3.145445599
2015.0,3714.0,315.0,Fuel and Brake Line for Auto Industry,8568.0,230282.0,45145.0,47600000000000.0,13230693.46,1544.198583,1.544198583
2015.0,2024.0,185.0,Ice Cream and Beverages,8400.0,232989.0,45057.0,47500000000000.0,13204903.21,1572.012287,1.572012287
1989.0,3471.0,110.0,METAL PLATING,6000.0,168413.0,44430.0,46900000000000.0,13021147.65,2170.191275,2.170191275
1989.0,3499.0,24.0,STRIPS & SHEETS OF STEEL,4080.0,177000.0,44250.0,46700000000000.0,12968394.86,3178.528151,3.178528151
2005.0,3822.0,950.0,"Temperature Sensors, controls, and electrical switches",8400.0,301254.0,43977.0,46400000000000.0,12888386.45,1534.331721,1.534331721
2010.0,3462.0,120.0,Sinter-forged automotive transmission components,5880.0,501074.0,43925.0,46300000000000.0,12873146.76,2189.310673,2.189310673
2005.0,3534.0,450.0,Automotive Lifts,6000.0,371568.0,43853.0,46300000000000.0,12852045.64,2142.007607,2.142007607
2006.0,3523.0,200.0,Farm Machinery,6000.0,471507.0,43244.0,45600000000000.0,12673565.36,2112.260893,2.112260893
2007.0,3568.0,155.0,Engineered Chain,6600.0,465847.0,43244.0,45600000000000.0,12673565.36,1920.237176,1.920237176
2020.0,2033.0,70.0,Canned Tomatoes ,2760.0,183646.0,43168.0,45500000000000.0,12651291.96,4583.801434,4.583801434
2016.0,2087.0,250.0,Encapsulated and Spray Dried Flavors,8400.0,269212.0,42716.0,45100000000000.0,12518823.83,1490.336171,1.490336171
1993.0,3411.0,110.0,Steel Waste receptacles,8340.0,153950.0,42446.0,44800000000000.0,12439694.64,1491.570101,1.491570101
2006.0,3079.0,700.0,Automatic Interior Trim/Steering Wheels/Airbags,6360.0,367660.0,42248.0,44600000000000.0,12381666.57,1946.80292,1.94680292
1999.0,3494.0,210.0,steel hydraulic fittings,5760.0,173740.0,41932.0,44200000000000.0,12289056.11,2133.516687,2.133516687
1987.0,2869.0,120.0,CHEM. REAGENTS& SOLVENTS,4000.0,172856.0,41802.0,44100000000000.0,12250956.88,3062.739219,3.062739219
2005.0,3965.0,224.0,Caddy Fasteners,6240.0,386197.0,41720.0,44000000000000.0,12226925.05,1959.443117,1.959443117
2019.0,3069.0,256.0,Automotive Sealing Systems,7000.0,197938.0,41621.0,43900000000000.0,12197911.01,1742.558716,1.742558716
2012.0,3663.0,550.0,Infrared Cameras,3672.0,237070.0,41347.0,43600000000000.0,12117609.54,3300.002598,3.300002598
2007.0,3714.0,652.0,Power Transmission Components,7200.0,507129.0,40996.0,43300000000000.0,12014741.59,1668.71411,1.66871411
1993.0,2754.0,140.0,Flexible packaging,6400.0,210642.0,40650.0,42900000000000.0,11913339.0,1861.459219,1.861459219
1995.0,3021.0,78.0,rubber footwear,7500.0,155955.0,40581.0,42800000000000.0,11893117.1,1585.748946,1.585748946
2019.0,3714.0,312.0,Automotive Steering Components and CVT Transmission Parts,6288.0,206239.0,40559.0,42800000000000.0,11886669.54,1890.373654,1.890373654
2004.0,3365.0,80.0,Aluminum Castings,6000.0,296256.0,40284.0,42500000000000.0,11806074.99,1967.679165,1.967679165
1997.0,2869.0,160.0,"acids, chemicals, solvents",6000.0,148045.0,40054.0,42300000000000.0,11738668.64,1956.444774,1.956444774
2011.0,2843.0,46.0,Surfactants for detergent industry,8400.0,375466.0,39988.0,42200000000000.0,11719325.95,1395.157852,1.395157852
1983.0,3496.0,89.0,WIRE SHELVES FOR APPLIANCES,4000.0,181324.0,39921.0,42100000000000.0,11699690.19,2924.922548,2.924922548
1984.0,2522.0,224.0,FABRICATED METAL PRODUCT,1920.0,229998.0,39448.0,41600000000000.0,11561067.58,6021.389363,6.021389363
1998.0,2821.0,30.0,"Plastic compounds, pellets",8400.0,152106.0,39296.0,41500000000000.0,11516520.77,1371.014378,1.371014378
2015.0,2599.0,460.0,"Medical, Dental and Animal Health Equipment",4080.0,320537.0,39288.0,41500000000000.0,11514176.2,2822.102011,2.822102011
1992.0,3363.0,188.0,ALUMINUM CASTINGS,6000.0,124294.0,38992.0,41100000000000.0,11427427.17,1904.571195,1.904571195
1999.0,3692.0,200.0,automotive and industrial batteries,6120.0,165384.0,38672.0,40800000000000.0,11333644.43,1851.902684,1.851902684
1985.0,2051.0,100.0,"BREAD,DONUTS,COOKIES,ETC",6240.0,214730.0,38501.0,40600000000000.0,11283529.27,1808.257896,1.808257896
2013.0,2096.0,75.0,Potato Chips,2652.0,167578.0,38471.0,40600000000000.0,11274737.14,4251.409178,4.251409178
2023.0,3714.0,420.0,Automotive Shock Absorbers,6000.0,213604.0,38453.0,40600000000000.0,11269461.86,1878.243644,1.878243644
1993.0,2821.0,80.0,polymers and water-based adhesives,8500.0,115182.0,38397.0,40500000000000.0,11253049.88,1323.888221,1.323888221
2019.0,2013.0,515.0,Bacon,5616.0,262217.0,38283.0,40400000000000.0,11219639.78,1997.799106,1.997799106
2014.0,3714.0,1000.0,"Catalytic Convertors, Torque Convertors, Silencers",6600.0,206656.0,38120.0,40200000000000.0,11171869.19,1692.707454,1.692707454
1996.0,2754.0,150.0,labels,6000.0,150815.0,37972.0,40100000000000.0,11128494.68,1854.749113,1.854749113
1998.0,2085.0,250.0,Distilled & rectified liquors and bottling of blended liquor,3000.0,159390.0,37950.0,40000000000000.0,11122047.11,3707.349038,3.707349038
1986.0,3321.0,159.0,COOKWARE-IRON & ALUMINUM,2000.0,186926.0,37645.0,39700000000000.0,11032660.44,5516.330218,5.516330218
1998.0,2621.0,135.0,"Crepe paper, Drum lining paper",6000.0,144643.0,37476.0,39500000000000.0,10983131.43,1830.521904,1.830521904
2008.0,3321.0,98.0,Ductile iron castings,8400.0,277204.0,37375.0,39400000000000.0,10953531.25,1303.991815,1.303991815
1982.0,3363.0,135.0,ALUMINUM DIE CASTINGS,6864.0,157722.0,36886.0,38900000000000.0,10810219.49,1574.915428,1.574915428
2005.0,3357.0,88.0,Insulated Copper Wire,8736.0,236780.0,36858.0,38900000000000.0,10802013.5,1236.49422,1.23649422
1984.0,3465.0,190.0,AUTOMOTIVE TRIM,6000.0,204292.0,36583.0,38600000000000.0,10721418.96,1786.90316,1.78690316
1998.0,3564.0,150.0,"Fans, blowers, humidifiers, air moving equipment & blower wh",7344.0,145032.0,36427.0,38400000000000.0,10675699.87,1453.662837,1.453662837
1995.0,2823.0,55.0,rag and cotton linter pulp,8400.0,126112.0,36032.0,38000000000000.0,10559936.8,1257.135333,1.257135333
1985.0,3443.0,400.0,"VALVES,BLOWERS,HEAT EXCHANGERS",3840.0,195632.0,35414.0,37400000000000.0,10378818.88,2702.817416,2.702817416
1989.0,2711.0,245.0,NEWSPAPER INSERTS,8400.0,142310.0,35121.0,37100000000000.0,10292949.06,1225.351078,1.225351078
1996.0,2653.0,64.0,corrugated boxes,4500.0,104062.0,35073.0,37000000000000.0,10278881.64,2284.195921,2.284195921
2017.0,3714.0,850.0,Exhaust Systems,6120.0,166221.0,34751.0,36700000000000.0,10184512.76,1664.136072,1.664136072
2000.0,3321.0,350.0,"gray and ductile iron castings, fabricated metal",6000.0,139337.0,34665.0,36600000000000.0,10159308.65,1693.218108,1.693218108
2015.0,2843.0,70.0,Surfactants for personal care,8568.0,205927.0,34664.0,36600000000000.0,10159015.58,1185.692761,1.185692761
2001.0,3471.0,130.0,Metal Finishing,6120.0,196021.0,34402.0,36300000000000.0,10082230.96,1647.423359,1.647423359
2009.0,2086.0,500.0,Carbonated Soft Drinks,6864.0,341952.0,34389.0,36300000000000.0,10078421.03,1468.301432,1.468301432
1995.0,3679.0,300.0,electronic components,3000.0,161397.0,34387.0,36300000000000.0,10077834.89,3359.278297,3.359278297
1985.0,3264.0,135.0,CUSTOM MOLDED PORCELAIN,6000.0,161474.0,34373.0,36300000000000.0,10073731.9,1678.955316,1.678955316
2015.0,3489.0,75.0,"Rocket motor tubes, ammunition liners and cartridges",6600.0,179481.0,34205.0,36100000000000.0,10024495.96,1518.863024,1.518863024
1983.0,2051.0,125.0,"BREADS, DANISH, BUNS",3276.0,187566.0,34097.0,36000000000000.0,9992844.28,3050.318767,3.050318767
1983.0,3471.0,48.0,"ELECTROPLATING,ANODIZING",4800.0,153568.0,33925.0,35800000000000.0,9942436.056,2071.340845,2.071340845
1982.0,2514.0,309.0,BATH CABINETS,4800.0,146721.0,33448.0,35300000000000.0,9802641.155,2042.216907,2.042216907
1987.0,3582.0,500.0,COMMERCIAL LAUNDRY EQUIPMENT,1920.0,157437.0,32984.0,34800000000000.0,9666656.179,5034.71676,5.03471676
2019.0,2022.0,43.0,Cheese,6000.0,186689.0,32907.0,34700000000000.0,9644089.706,1607.348284,1.607348284
2013.0,2851.0,75.0,Polyurethane Sealants and Coatings,6600.0,153195.0,32887.0,34700000000000.0,9638228.285,1460.337619,1.460337619
2012.0,2013.0,424.0,Packaged bacon - raw and cooked,5460.0,210512.0,32849.0,34700000000000.0,9627091.584,1763.203587,1.763203587
2015.0,3089.0,151.0,Vinyl Siding,8160.0,256340.0,32782.0,34600000000000.0,9607455.822,1177.384292,1.177384292
2005.0,3632.0,321.0,Freezers & Standard Appliances,3840.0,268139.0,32687.0,34500000000000.0,9579614.071,2494.691164,2.494691164
2012.0,3325.0,130.0,Steel and iron casting,7488.0,167022.0,32502.0,34300000000000.0,9525395.923,1272.088131,1.272088131
2014.0,2952.0,35.0,Roofing Products,4320.0,192655.0,32350.0,34100000000000.0,9480849.12,2194.641,2.194641
1992.0,2542.0,160.0,METAL SHELVING,4000.0,132318.0,32289.0,34100000000000.0,9462971.785,2365.742946,2.365742946
1987.0,2011.0,160.0,MEAT PROCESSING,2100.0,154734.0,32192.0,34000000000000.0,9434543.891,4492.639948,4.492639948
1983.0,2653.0,120.0,CORRUGATED CONTAINERS,6000.0,151067.0,32113.0,33900000000000.0,9411391.276,1568.565213,1.568565213
1982.0,3398.0,39.0,COMMERCIAL HEAT TREATING,6000.0,140528.0,31857.0,33600000000000.0,9336365.082,1556.060847,1.556060847
2015.0,3499.0,214.0,Steel Fabrication,5005.0,147395.0,31747.0,33500000000000.0,9304127.265,1858.966486,1.858966486
1989.0,3494.0,215.0,VALVES & PIPE FITTINGS,6000.0,105430.0,31559.0,33300000000000.0,9249029.904,1541.504984,1.541504984
1987.0,3443.0,200.0,METAL FABRICATION,6000.0,151986.0,31536.0,33300000000000.0,9242289.269,1540.381545,1.540381545
1983.0,3471.0,65.0,ELECTROPLATING STEEL,6120.0,150556.0,31337.0,33100000000000.0,9183968.126,1500.648387,1.500648387
1983.0,2851.0,124.0,PAINT AND COATINGS,3808.0,152619.0,31174.0,32900000000000.0,9136197.542,2399.211539,2.399211539
1994.0,2834.0,67.0,heparin,8400.0,114698.0,30784.0,32500000000000.0,9021899.824,1074.035693,1.074035693
2012.0,3299.0,130.0,Fiberglass Based Ceiling Tile,6000.0,141588.0,30148.0,31800000000000.0,8835506.624,1472.584437,1.472584437
1996.0,3993.0,100.0,real estate yard signs,2800.0,130000.0,30089.0,31700000000000.0,8818215.43,3149.362654,3.149362654
2008.0,2657.0,235.0,Folding Cartons,8400.0,284925.0,29868.0,31500000000000.0,8753446.724,1042.076991,1.042076991
2012.0,2952.0,93.0,Asphalt Shingles,7728.0,213284.0,29723.0,31400000000000.0,8710951.419,1127.193507,1.127193507
1991.0,3714.0,250.0,MOLDED AUTO PARTS,4700.0,143401.0,29625.0,31300000000000.0,8682230.454,1847.283075,1.847283075
1993.0,2732.0,450.0,printing,8500.0,131295.0,29391.0,31000000000000.0,8613651.823,1013.370803,1.013370803
2016.0,3479.0,61.0,Industrial Spray Painting and Powder Coating Services,2340.0,174136.0,29315.0,30900000000000.0,8591378.422,3671.52924,3.67152924
1999.0,3496.0,250.0,Welding wire,8400.0,125534.0,29089.0,30700000000000.0,8525144.36,1014.898138,1.014898138
1996.0,2099.0,140.0,military rations,4800.0,137761.0,29084.0,30700000000000.0,8523679.005,1775.766459,1.775766459
1989.0,3498.0,130.0,WHEELS & BLOWERS,2040.0,117876.0,28720.0,30300000000000.0,8417001.135,4125.980949,4.125980949
1987.0,3089.0,256.0,REINFORCED ELECTRICAL GRATES,6000.0,134541.0,28404.0,30000000000000.0,8324390.677,1387.398446,1.387398446
1986.0,2893.0,150.0,PRINTING INKS,4160.0,134794.0,28336.0,29900000000000.0,8304461.844,1996.264866,1.996264866
1994.0,3541.0,280.0,"machining centers, EDMs",7500.0,148258.0,28304.0,29900000000000.0,8295083.57,1106.011143,1.106011143
2018.0,3542.0,175.0,"Transmission components, shafts, gears",7200.0,144017.0,28194.0,29700000000000.0,8262845.752,1147.617466,1.147617466
1983.0,2298.0,170.0,ROPES AND TWINES,6900.0,157872.0,28162.0,29700000000000.0,8253467.478,1196.154707,1.196154707
2018.0,3321.0,180.0,Grey Iron and Ductile Iron Castings,6000.0,111339.0,28116.0,29700000000000.0,8239986.209,1373.331035,1.373331035
1990.0,2721.0,450.0,PRINTED MATERIALS,6000.0,115631.0,27972.0,29500000000000.0,8197783.975,1366.297329,1.366297329
2012.0,3479.0,15.0,Powder Coated Metal Parts,3600.0,199542.0,27660.0,29200000000000.0,8106345.801,2251.762722,2.251762722
1982.0,3089.0,355.0,"VINYL,BUTYL & PLASTICS",6600.0,102653.0,27317.0,28800000000000.0,8005822.424,1213.003398,1.213003398
2017.0,3542.0,425.0,Metal Forming Machinery ,4250.0,123045.0,27135.0,28600000000000.0,7952483.489,1871.172586,1.871172586
1982.0,3613.0,300.0,BUSBARS & HOUSING,4400.0,103493.0,27063.0,28600000000000.0,7931382.372,1802.586903,1.802586903
1988.0,2653.0,103.0,CORRUGATED PAPER PCKGING,4250.0,96892.0,27048.0,28500000000000.0,7926986.306,1865.173248,1.865173248
2004.0,3531.0,180.0,snow plows and ice control equipment,4000.0,156367.0,27043.0,28500000000000.0,7925520.951,1981.380238,1.981380238
1991.0,3312.0,163.0,WELDED STEEL TUBING,6240.0,106452.0,26875.0,28400000000000.0,7876285.011,1262.225162,1.262225162
2022.0,3089.0,226.0,Car interiors,6000.0,258070.0,26823.0,28300000000000.0,7861045.315,1310.174219,1.310174219
1995.0,3363.0,75.0,master cylinder and brake pistons,6000.0,70283.0,26712.0,28200000000000.0,7828514.426,1304.752404,1.304752404
2005.0,3052.0,450.0,Fluid moving systems,7200.0,193777.0,26401.0,27900000000000.0,7737369.324,1074.634628,1.074634628
1985.0,2515.0,224.0,"MATTRESSES,BOXSPRINGS",4300.0,166814.0,26168.0,27600000000000.0,7669083.764,1783.507852,1.783507852
2000.0,2026.0,190.0,Food products,7488.0,93182.0,26022.0,27500000000000.0,7626295.388,1018.468935,1.018468935
2007.0,3291.0,174.0,Abrasives,2040.0,286000.0,25978.0,27400000000000.0,7613400.261,3732.058951,3.732058951
1988.0,3423.0,170.0,GARDEN TOOLS,4320.0,142691.0,25857.0,27300000000000.0,7577938.661,1754.152468,1.754152468
1982.0,3471.0,40.0,METAL FINISHING,6240.0,90162.0,25387.0,26800000000000.0,7440195.258,1192.338984,1.192338984
2008.0,2752.0,400.0,Printing,7200.0,271238.0,25311.0,26700000000000.0,7417921.857,1030.266925,1.030266925
1991.0,2026.0,165.0,"MILK,WATER,BUTTER,CHEESE",4300.0,88561.0,25172.0,26600000000000.0,7377184.978,1715.624414,1.715624414
2005.0,2047.0,99.0,Pet Food,6000.0,181266.0,25124.0,26500000000000.0,7363117.567,1227.186261,1.227186261
2003.0,3089.0,153.0,Plastic Wheel Covers and Bezels,7056.0,192875.0,25091.0,26500000000000.0,7353446.222,1042.155077,1.042155077
1993.0,3471.0,68.0,electroplating,6000.0,107635.0,25027.0,26400000000000.0,7334689.673,1222.448279,1.222448279
1983.0,2754.0,112.0,COSMETIC WRAPPINGS,6000.0,110000.0,25013.0,26400000000000.0,7330586.678,1221.764446,1.221764446
2004.0,3343.0,250.0,"Fabricated Sheet Metal Parts, Telescoping Masts",6864.0,206150.0,24999.0,26400000000000.0,7326483.683,1067.378159,1.067378159
2006.0,3462.0,93.0,Iron and Steel Castings,4000.0,245576.0,24924.0,26300000000000.0,7304503.353,1826.125838,1.826125838
1989.0,2542.0,63.0,STORAGE EQUIPMENT,2500.0,78193.0,24391.0,25700000000000.0,7148296.473,2859.318589,2.859318589
1987.0,3469.0,252.0,FABRICATED METAL PRODUCT,6000.0,95746.0,24166.0,25500000000000.0,7082355.482,1180.39258,1.18039258
2003.0,3728.0,200.0,Motor rebuild,6120.0,181875.0,24115.0,25400000000000.0,7067408.857,1154.805369,1.154805369
1985.0,3442.0,249.0,DECO APPLIANCE TRIMS,4500.0,146213.0,23993.0,25300000000000.0,7031654.187,1562.589819,1.562589819
2006.0,3713.0,372.0,Emergency Medical Vehicles,7200.0,249097.0,23909.0,25200000000000.0,7007036.217,973.1994745,0.973199475
1987.0,2013.0,142.0,FROZEN MEAT PATTIES,7488.0,114407.0,23709.0,25000000000000.0,6948422.003,927.9409726,0.927940973
1989.0,3272.0,69.0,PRESTRESSED CONCRETE,2200.0,95623.0,23612.0,24900000000000.0,6919994.109,3145.451868,3.145451868
1983.0,3442.0,160.0,SECURITY WINDOWS,1992.0,123787.0,23607.0,24900000000000.0,6918528.754,3473.157005,3.473157005
2007.0,3087.0,100.0,Engineered Plastic,8568.0,263217.0,23558.0,24900000000000.0,6904168.271,805.8086217,0.805808622
1987.0,3354.0,65.0,ALUMINUM EXTRUSIONS,5500.0,128331.0,23544.0,24800000000000.0,6900065.276,1254.557323,1.254557323
2019.0,3714.0,800.0,Automotive Disk Brake Calipers & Automotive Electronic Stability Control,8400.0,136667.0,23527.0,24800000000000.0,6895083.068,820.8432224,0.820843222
2001.0,3469.0,330.0,Metal stamping and welding assemblies,6000.0,138065.0,23083.0,24400000000000.0,6764959.513,1127.493252,1.127493252
2016.0,3462.0,35.0,Automotive Forgings,6000.0,164113.0,22853.0,24100000000000.0,6697553.167,1116.258861,1.116258861
1983.0,3643.0,140.0,GLASS TO METAL SEALS,4000.0,130155.0,22824.0,24100000000000.0,6689054.106,1672.263526,1.672263526
2010.0,3312.0,30.0,Continuous Steel Strip,2736.0,248139.0,22766.0,24000000000000.0,6672055.984,2438.616953,2.438616953
2016.0,3728.0,260.0,Propellers,7200.0,121482.0,22752.0,24000000000000.0,6667952.989,926.1045817,0.926104582
2004.0,3741.0,67.0,Hard Chrome Plating of Automotive Dies,8736.0,154363.0,22729.0,24000000000000.0,6661212.354,762.5014141,0.762501414
1994.0,3325.0,100.0,steel castings,2880.0,111452.0,22439.0,23700000000000.0,6576221.744,2283.410328,2.283410328
1990.0,3449.0,80.0,REFRIGERATED BOXES,2000.0,74689.0,22429.0,23700000000000.0,6573291.033,3286.645516,3.286645516
1984.0,3585.0,307.0,WATER COOLERS,2250.0,134843.0,22409.0,23600000000000.0,6567429.611,2918.857605,2.918857605
1985.0,3843.0,130.0,DENTAL EQUIPMENT,6000.0,105277.0,22301.0,23500000000000.0,6535777.936,1089.296323,1.089296323
2003.0,3079.0,200.0,plastic pellets,8400.0,133027.0,22293.0,23500000000000.0,6533433.367,777.7896866,0.777789687
1987.0,3643.0,350.0,ELECTRICAL CONNECTORS,4800.0,106254.0,21928.0,23100000000000.0,6426462.427,1338.846339,1.338846339
2014.0,3366.0,92.0,Copper and Bronze Casting,4992.0,137912.0,21908.0,23100000000000.0,6420601.005,1286.178086,1.286178086
1999.0,3052.0,230.0,reinforced rubber hose,6240.0,93885.0,21690.0,22900000000000.0,6356711.512,1018.703768,1.018703768
1984.0,3714.0,84.0,STARTER RING GEARS,7200.0,135961.0,21528.0,22700000000000.0,6309233.999,876.2824998,0.8762825
1983.0,3799.0,350.0,RECREATION VEHICLES,2400.0,120789.0,21512.0,22700000000000.0,6304544.862,2626.893692,2.626893692
2004.0,2022.0,168.0,Gelatin Based Desserts and Dairy Dips,6240.0,160825.0,21394.0,22600000000000.0,6269962.475,1004.801679,1.004801679
2022.0,3231.0,120.0,Painted Glassware,6000.0,104913.0,21277.0,22400000000000.0,6235673.16,1039.27886,1.03927886
1992.0,3089.0,250.0,INJECTION-MOLDED PLASTIC,6500.0,77446.0,21197.0,22400000000000.0,6212227.474,955.7273038,0.955727304
1986.0,3089.0,364.0,AUTOMOTIVE TRIM,6600.0,99697.0,21138.0,22300000000000.0,6194936.281,938.6267093,0.938626709
2002.0,3089.0,350.0,Plastics products,6732.0,194691.0,20928.0,22100000000000.0,6133391.357,911.0801183,0.911080118
1997.0,3444.0,120.0,"sheet metal work, stampings",7000.0,110415.0,20646.0,21800000000000.0,6050745.315,864.3921878,0.864392188
1983.0,3931.0,150.0,PIANO PLATES,2125.0,95191.0,20528.0,21700000000000.0,6016162.928,2831.135496,2.831135496
2002.0,3089.0,140.0,Injection molded parts,5000.0,179432.0,20474.0,21600000000000.0,6000337.091,1200.067418,1.200067418
2003.0,3676.0,220.0,Resistor networks,7200.0,110020.0,20438.0,21600000000000.0,5989786.532,831.9147961,0.831914796
1984.0,3728.0,282.0,AIRCRAFT PROPELLERS,,109634.0,20079.0,21200000000000.0,5884574.018,#DIV/0!,#DIV/0!
1982.0,3556.0,200.0,IND. MIXING EQUIPMENT,4500.0,87782.0,20050.0,21200000000000.0,5876074.957,1305.794435,1.305794435
1994.0,3365.0,90.0,Aluminum castings,3300.0,105267.0,19926.0,21000000000000.0,5839734.144,1769.616407,1.769616407
2014.0,3471.0,78.0,"Plating-Zinc,Nickel,Zinc,Iron,Zinc",6120.0,121058.0,19619.0,20700000000000.0,5749761.326,939.5034846,0.939503485
2002.0,3471.0,75.0,Metal heat-treating and plating,8400.0,204948.0,19569.0,20600000000000.0,5735107.772,682.7509253,0.682750925
2021.0,3441.0,140.0,Bridge Components,5400.0,59714.0,19555.0,20600000000000.0,5731004.777,1061.297181,1.061297181
2023.0,3317.0,160.0,Steel Pipe and Tubes,6240.0,115057.0,19525.0,20600000000000.0,5722212.645,917.0212572,0.917021257
2004.0,3563.0,65.0,Air and gas compressors,2805.0,154845.0,19164.0,20200000000000.0,5616413.989,2002.286627,2.002286627
1984.0,2048.0,104.0,CATTLE FEEDS/ANIMAL FATS,4600.0,107053.0,19162.0,20200000000000.0,5615827.847,1220.832141,1.220832141
1987.0,3321.0,70.0,IRON & STEEL CASTINGS,5200.0,91679.0,19086.0,20100000000000.0,5593554.445,1075.683547,1.075683547
2012.0,3069.0,56.0,Suspension Bushings,6000.0,111979.0,19036.0,20100000000000.0,5578900.892,929.8168153,0.929816815
1997.0,3089.0,110.0,Plastic Pipe Fittings,6396.0,94812.0,18969.0,20000000000000.0,5559265.13,869.1784131,0.869178413
1984.0,2631.0,100.0,PAPER BOARD,6374.0,108176.0,18651.0,19700000000000.0,5466068.53,857.5570332,0.857557033
2005.0,3714.0,200.0,Cold Roll Round Steel Products,5500.0,124303.0,18612.0,19600000000000.0,5454638.758,991.7525015,0.991752501
1987.0,3089.0,150.0,FLUOROPOLYMER PRODUCTS,7200.0,89880.0,18581.0,19600000000000.0,5445553.555,756.3268826,0.756326883
2007.0,2843.0,25.0,Detergents and Emulsifiers,8736.0,214834.0,18546.0,19600000000000.0,5435296.067,622.1721689,0.622172169
1993.0,3494.0,150.0,industrial  valves,6000.0,82056.0,18528.0,19500000000000.0,5430020.788,905.0034647,0.905003465
2005.0,3593.0,200.0,Lift truck parts and Accessories,6600.0,166647.0,18401.0,19400000000000.0,5392800.762,817.0910246,0.817091025
2013.0,2011.0,200.0,Frozen Hamburgers and Cheeseburgers,4000.0,118081.0,18278.0,19300000000000.0,5356753.021,1339.188255,1.339188255
2003.0,3714.0,171.0,rocker arms,6600.0,108963.0,18184.0,19200000000000.0,5329204.34,807.455203,0.807455203
1982.0,3561.0,377.0,CENTRIFUGAL PUMPS,3800.0,80252.0,18098.0,19100000000000.0,5304000.228,1395.789534,1.395789534
2011.0,3321.0,150.0,grey iron castings,6000.0,201308.0,18037.0,19000000000000.0,5286122.893,881.0204821,0.881020482
1993.0,2869.0,160.0,organic chemicals,5200.0,85513.0,17899.0,18900000000000.0,5245679.085,1008.784439,1.008784439
1991.0,3411.0,96.0,CONTAINERS,6000.0,74716.0,17850.0,18800000000000.0,5231318.603,871.8864338,0.871886434
2022.0,2992.0,100.0,Lubricating Oils and Greases,6240.0,25160.0,17732.0,18700000000000.0,5196736.216,832.8102911,0.832810291
1987.0,3647.0,180.0,AUTO SAFETY & LIGHTING,2032.0,89342.0,17649.0,18600000000000.0,5172411.317,2545.478011,2.545478011
1983.0,2657.0,254.0,PAPER CARTONS,6000.0,93665.0,17615.0,18600000000000.0,5162446.901,860.4078168,0.860407817
1984.0,3089.0,109.0,PLASTIC MOLDED PRODUCTS,6000.0,98753.0,17588.0,18600000000000.0,5154533.982,859.088997,0.859088997
1992.0,2732.0,125.0,"BOOKS,CATALOGS,CALENDARS",5000.0,75111.0,17575.0,18500000000000.0,5150724.058,1030.144812,1.030144812
2002.0,3089.0,40.0,Rotational molded plastic products,4000.0,123908.0,17486.0,18400000000000.0,5124640.733,1281.160183,1.281160183
2009.0,3089.0,120.0,Polymer and Material Handling and Storage Equipment,7200.0,175285.0,17454.0,18400000000000.0,5115262.459,710.4531193,0.710453119
1986.0,3545.0,450.0,PRECISION MEASURING INSTRUMENTS,2080.0,98085.0,17426.0,18400000000000.0,5107056.469,2455.31561,2.45531561
2019.0,3714.0,800.0,Auto Parts,6600.0,69306.55,17391.0,18300000000000.0,5096798.981,772.2422699,0.77224227
2023.0,3563.0,125.0,Air and Gas Compressors,8760.0,85183.0,17259.0,18200000000000.0,5058113.6,577.4102283,0.577410228
1983.0,3554.0,195.0,PAPER MILL MACHINERY,4500.0,76495.0,17210.0,18200000000000.0,5043753.118,1120.834026,1.120834026
2001.0,3542.0,55.0,Industrial Machinery,4250.0,90929.0,17136.0,18100000000000.0,5022065.858,1181.662555,1.181662555
1985.0,2013.0,120.0,BACON,6240.0,95224.0,17012.0,17900000000000.0,4985725.046,798.9943984,0.798994398
1995.0,3714.0,260.0,auto starters and alternators,6300.0,89820.0,16917.0,17800000000000.0,4957883.294,786.9656022,0.786965602
1993.0,3363.0,50.0,aluminum and zinc castings,6000.0,74869.0,16817.0,17700000000000.0,4928576.187,821.4293645,0.821429365
1986.0,2013.0,79.0,"HAM,BACON,LUNCH MEATS",6240.0,99140.0,16771.0,17700000000000.0,4915094.918,787.6754676,0.787675468
2017.0,3714.0,380.0,Sunroofs,5000.0,91718.0,16682.0,17600000000000.0,4889011.593,977.8023185,0.977802319
1994.0,2515.0,331.0,innerspring units,8400.0,91645.0,16673.0,17600000000000.0,4886373.953,581.7111849,0.581711185
2010.0,3479.0,55.0,Silicone Release Liners,4800.0,187821.0,16506.0,17400000000000.0,4837431.084,1007.798143,1.007798143
2013.0,3479.0,32.0,Metal fabricaiton and powder coating,1836.0,131539.0,16391.0,17300000000000.0,4803727.911,2616.409538,2.616409538
2001.0,3599.0,160.0,Aerospace Products,7344.0,94584.0,16254.0,17100000000000.0,4763577.175,648.6352362,0.648635236
1985.0,2086.0,165.0,BOTTLED SOFT DRINKS,5824.0,90372.0,16237.0,17100000000000.0,4758594.966,817.0664434,0.817066443
1995.0,2035.0,350.0,condiments,2500.0,85771.0,16224.0,17100000000000.0,4754785.042,1901.914017,1.901914017
2007.0,3462.0,175.0,Metal Forging,6000.0,162656.0,16221.0,17100000000000.0,4753905.829,792.3176382,0.792317638
