Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2022,1,1,0,30,0,0,0,14.1,14.4,979,97.78,235,4.5,0.15
2022,1,1,1,30,0,0,0,14.2,14.6,979,97.39,238,4.9,0.15
2022,1,1,2,30,0,0,0,14.1,14.4,980,97.87,241,4.6,0.15
2022,1,1,3,30,0,0,0,13.4,13.4,979,99.8,240,3.2,0.15
2022,1,1,4,30,0,0,0,12.1,12.1,978,100,240,1.9,0.15
2022,1,1,5,30,0,0,0,11.5,11.5,979,100,240,1.9,0.15
2022,1,1,6,30,0,0,0,11.4,11.4,980,100,240,2.1,0.15
2022,1,1,7,30,0,0,0,11.2,11.2,980,100,244,2,0.15
2022,1,1,8,30,0,7,7,11.2,11.4,980,98.92,258,1.9,0.15
2022,1,1,9,30,0,5,5,11.2,11.7,980,96.48,278,1.8,0.15
2022,1,1,10,30,0,11,11,11.2,11.9,980,95.64,289,1.9,0.15
2022,1,1,11,30,0,28,28,11.1,12,979,94.13,286,1.6,0.15
2022,1,1,12,30,0,17,17,11.2,12,979,94.61,300,1.6,0.15
2022,1,1,13,30,0,25,25,11.1,11.7,978,96.04,160,2.1,0.15
2022,1,1,14,30,0,36,36,10.5,11,977,97.03,7,2.7,0.15
2022,1,1,15,30,0,18,18,9.8,9.8,977,99.68,14,3.7,0.15
2022,1,1,16,30,1,18,18,8.2,8.4,978,98.99,26,4.2,0.15
2022,1,1,17,30,0,0,0,6.7,7.1,978,97.35,42,4,0.15
2022,1,1,18,30,0,0,0,5.5,6.1,978,95.66,56,4,0.15
2022,1,1,19,30,0,0,0,4.5,5.5,978,93.32,65,3.4,0.15
2022,1,1,20,30,0,0,0,4.1,5.1,978,93.44,64,2.8,0.15
2022,1,1,21,30,0,0,0,3.9,4.8,978,93.6,50,2.8,0.15
2022,1,1,22,30,0,0,0,3.6,4.4,978,94.69,31,3.3,0.15
2022,1,1,23,30,0,0,0,3,3.8,978,94.42,27,4.2,0.15
2022,1,2,0,30,0,0,0,2.1,2.9,979,94.51,31,4.6,0.15
2022,1,2,1,30,0,0,0,1.1,2.2,979,92.31,32,4.8,0.15
2022,1,2,2,30,0,0,0,0.1,1.6,980,89.81,29,4.5,0.15
2022,1,2,3,30,0,0,0,-0.5,1.2,980,88.46,20,4,0.15
2022,1,2,4,30,0,0,0,-0.9,0.9,981,88.05,7,3.9,0.15
2022,1,2,5,30,0,0,0,-1.3,0.6,982,87.41,178,4.2,0.15
2022,1,2,6,30,0,0,0,-1.8,0,984,87.54,357,4.6,0.15
2022,1,2,7,30,0,0,0,-2.6,-0.6,985,86.45,180,4.7,0.15
2022,1,2,8,30,24,20,22,-3.3,-0.9,986,83.69,5,4.8,0.15
2022,1,2,9,30,70,29,45,-3.7,-0.5,987,78.76,9,4.9,0.15
2022,1,2,10,30,0,37,37,-3.8,0,988,75.47,7,4.9,0.15
2022,1,2,11,30,3,66,67,-3.9,0.3,989,73.62,181,4.8,0.15
2022,1,2,12,30,1,84,84,-4,0.5,989,71.93,359,4.8,0.15
2022,1,2,13,30,1,53,53,-4.1,0.5,990,71.09,181,4.8,0.15
2022,1,2,14,30,0,27,27,-4.4,0.2,990,71.41,6,4.9,0.15
2022,1,2,15,30,3,44,45,-4.7,-0.3,991,72.4,9,4.6,0.15
2022,1,2,16,30,0,28,28,-5,-1,992,74.54,6,4.2,0.15
2022,1,2,17,30,0,0,0,-5.1,-1.7,993,77.5,4,4.3,0.15
2022,1,2,18,30,0,0,0,-5.5,-2.4,994,79.36,6,4.3,0.15
2022,1,2,19,30,0,0,0,-6,-3.2,995,81.18,8,4,0.15
2022,1,2,20,30,0,0,0,-6.5,-4.1,995,83.59,10,3.9,0.15
2022,1,2,21,30,0,0,0,-6.9,-5,995,86.34,11,3.7,0.15
2022,1,2,22,30,0,0,0,-7.5,-5.5,995,86.01,12,3.6,0.15
2022,1,2,23,30,0,0,0,-8,-5.8,994,84.62,10,4.2,0.15
2022,1,3,0,30,0,0,0,-8.6,-6,994,81.6,7,4.5,0.15
2022,1,3,1,30,0,0,0,-9.1,-6,995,78.57,9,4.4,0.15
2022,1,3,2,30,0,0,0,-9.5,-6.3,995,78.01,9,4.3,0.15
2022,1,3,3,30,0,0,0,-9.9,-6.6,995,77.49,7,4.3,0.15
2022,1,3,4,30,0,0,0,-10.2,-6.8,996,76.82,6,4.1,0.15
2022,1,3,5,30,0,0,0,-10.4,-6.9,997,76.3,182,3.9,0.15
2022,1,3,6,30,0,0,0,-10.5,-7,997,76.27,356,3.8,0.15
2022,1,3,7,30,0,0,0,-10.4,-6.7,998,74.91,355,3.7,0.15
2022,1,3,8,30,491,24,63,-10.4,-5.6,999,69.01,184,3.8,0.15
2022,1,3,9,30,758,45,219,-10.6,-4,1000,60.06,13,3.9,0.15
2022,1,3,10,30,854,60,358,-10.3,-2.7,1000,55.75,12,3.5,0.15
2022,1,3,11,30,905,68,455,-9.7,-1.8,1000,54.92,179,3,0.15
2022,1,3,12,30,929,69,497,-9,-1.1,1000,54.82,341,2.5,0.15
2022,1,3,13,30,930,65,479,-8.5,-0.8,1000,55.85,324,2.2,0.15
2022,1,3,14,30,892,60,402,-8.2,-0.9,1000,57.55,305,1.9,0.15
2022,1,3,15,30,804,52,276,-8.1,-1.5,1000,60.74,283,1.5,0.15
2022,1,3,16,30,600,37,120,-7,-3,1000,73.92,262,1.1,0.15
2022,1,3,17,30,33,3,2,-7.4,-4.1,1001,77.59,249,1,0.15
2022,1,3,18,30,0,0,0,-7.4,-4.4,1001,79.43,242,1.2,0.15
2022,1,3,19,30,0,0,0,-7.2,-4.4,1001,80.52,239,1.3,0.15
2022,1,3,20,30,0,0,0,-7.1,-4.4,1001,81.37,238,1.4,0.15
2022,1,3,21,30,0,0,0,-7,-4.4,1001,82.16,236,1.5,0.15
2022,1,3,22,30,0,0,0,-6.9,-4.4,1001,82.98,231,1.5,0.15
2022,1,3,23,30,0,0,0,-6.7,-4.4,1001,83.77,224,1.4,0.15
2022,1,4,0,30,0,0,0,-6.7,-4.4,1000,84.28,216,1.5,0.15
2022,1,4,1,30,0,0,0,-6.6,-4.4,1000,84.64,207,1.6,0.15
2022,1,4,2,30,0,0,0,-6.6,-4.3,1000,84.15,198,1.7,0.15
2022,1,4,3,30,0,0,0,-6.6,-4.3,1000,83.99,192,2,0.15
2022,1,4,4,30,0,0,0,-6.7,-4.4,1000,84.1,187,2.4,0.15
2022,1,4,5,30,0,0,0,-6.7,-4.5,1000,84.43,183,2.7,0.15
2022,1,4,6,30,0,0,0,-6.7,-4.5,999,84.43,179,2.8,0.15
2022,1,4,7,30,0,0,0,-6.7,-4.3,999,83.38,175,3.1,0.15
2022,1,4,8,30,432,27,61,-6.5,-3.1,999,77.41,175,3.7,0.15
2022,1,4,9,30,664,56,208,-6,-1,998,68.94,181,4.4,0.15
2022,1,4,10,30,390,155,291,-5.7,0.8,997,61.67,184,4.8,0.15
2022,1,4,11,30,924,58,454,-5.4,2.2,996,57.13,183,5,0.15
2022,1,4,12,30,945,58,495,-5.1,3.3,994,53.99,181,5,0.15
2022,1,4,13,30,876,74,466,-4.8,4.1,992,52.16,179,5,0.15
2022,1,4,14,30,908,51,401,-4.3,4.2,991,53.94,176,4.7,0.15
2022,1,4,15,30,825,44,276,-3.4,3,990,62.95,170,3.7,0.15
2022,1,4,16,30,477,46,113,-2.3,1,989,78.44,165,3.1,0.15
2022,1,4,17,30,0,1,1,-3.2,0.1,988,78.2,162,4,0.15
2022,1,4,18,30,0,0,0,-3,0.4,987,78.2,161,4.8,0.15
2022,1,4,19,30,0,0,0,-2.4,0.5,986,81.11,163,5.1,0.15
2022,1,4,20,30,0,0,0,-1.7,0.7,985,84.22,168,5.2,0.15
2022,1,4,21,30,0,0,0,-1,0.8,984,87.78,174,5.1,0.15
2022,1,4,22,30,0,0,0,-0.5,0.8,984,91.04,180,5.1,0.15
2022,1,4,23,30,0,0,0,-0.2,0.7,983,93.54,185,5.1,0.15
2022,1,5,0,30,0,0,0,-0.1,0.6,983,95.15,188,5.1,0.15
2022,1,5,1,30,0,0,0,0,0.6,982,95.61,189,5.2,0.15
2022,1,5,2,30,0,0,0,0.1,0.6,981,96.18,190,5.3,0.15
2022,1,5,3,30,0,0,0,0.2,0.7,980,96.12,191,5.5,0.15
2022,1,5,4,30,0,0,0,0.3,0.8,980,96.29,191,5.7,0.15
2022,1,5,5,30,0,0,0,0.4,0.9,979,96.2,193,5.7,0.15
2022,1,5,6,30,0,0,0,0.4,0.9,979,96.62,197,5.7,0.15
2022,1,5,7,30,0,0,0,0.4,1.2,979,94.65,208,5.8,0.15
2022,1,5,8,30,108,34,43,0.5,2.1,979,88.87,230,6.6,0.15
2022,1,5,9,30,422,65,162,0.6,3,980,84.11,249,7.8,0.15
2022,1,5,10,30,11,100,104,-0.6,3,981,77.01,256,8.5,0.15
2022,1,5,11,30,53,142,165,-2.8,2.8,981,66.58,257,8.6,0.15
2022,1,5,12,30,460,164,377,-4.4,2.8,981,59.2,256,8.5,0.15
2022,1,5,13,30,933,64,483,-5.2,2.9,981,55.22,256,8.2,0.15
2022,1,5,14,30,880,63,405,-5.7,2.5,981,54.88,259,8,0.15
2022,1,5,15,30,811,51,281,-6.3,1.3,982,56.99,264,7.8,0.15
2022,1,5,16,30,612,36,124,-7.3,-0.7,983,61.17,268,7.2,0.15
2022,1,5,17,30,36,4,3,-8.3,-2.7,984,65.41,273,6.9,0.15
2022,1,5,18,30,0,0,0,-9.3,-4,985,66.39,275,6.9,0.15
2022,1,5,19,30,0,0,0,-10.6,-5.2,986,65.99,278,7,0.16
2022,1,5,20,30,0,0,0,-11.7,-6.2,987,64.84,280,6.6,0.16
2022,1,5,21,30,0,0,0,-12.7,-7.1,987,64.52,281,6.1,0.16
2022,1,5,22,30,0,0,0,-13.3,-7.8,988,64.7,280,5.7,0.16
2022,1,5,23,30,0,0,0,-13.7,-8.3,989,64.96,277,5.6,0.16
2022,1,6,0,30,0,0,0,-13.9,-8.5,990,65.08,275,5.7,0.16
2022,1,6,1,30,0,0,0,-13.9,-8.4,990,64.66,275,5.6,0.16
2022,1,6,2,30,0,0,0,-13.8,-8.4,991,65.05,275,5.1,0.16
2022,1,6,3,30,0,0,0,-13.7,-8.5,991,66.07,274,4.6,0.16
2022,1,6,4,30,0,0,0,-13.6,-8.7,991,67.42,274,4.2,0.16
2022,1,6,5,30,0,0,0,-13.6,-9,991,69.11,275,3.7,0.16
2022,1,6,6,30,0,0,0,-13.6,-9.2,991,70.1,273,3.1,0.16
2022,1,6,7,30,0,0,0,-13.6,-9.1,992,69.59,267,2.8,0.16
2022,1,6,8,30,4,33,33,-13.5,-8.7,992,68.45,262,2.8,0.16
2022,1,6,9,30,21,104,109,-13.1,-8.2,992,67.55,263,2.8,0.16
2022,1,6,10,30,50,161,179,-12.8,-7.7,991,66.73,269,2.8,0.16
2022,1,6,11,30,1,83,83,-12.4,-7.2,991,66.26,269,3,0.16
2022,1,6,12,30,4,104,106,-12.1,-6.9,990,66.68,269,3.3,0.16
2022,1,6,13,30,1,67,67,-11.7,-6.9,989,68.47,280,3.5,0.16
2022,1,6,14,30,0,50,50,-11.5,-6.9,989,69.56,289,3.7,0.16
2022,1,6,15,30,0,34,34,-11.5,-7.1,989,70.87,293,3.8,0.16
2022,1,6,16,30,0,26,26,-11.6,-7.3,989,71.37,295,4,0.16
2022,1,6,17,30,0,1,1,-11.8,-7.6,990,71.71,298,4.1,0.16
2022,1,6,18,30,0,0,0,-12.2,-7.9,990,71.48,300,4.1,0.16
2022,1,6,19,30,0,0,0,-12.5,-8.2,991,71.24,300,4.2,0.16
2022,1,6,20,30,0,0,0,-12.8,-8.5,991,71.06,298,4.2,0.16
2022,1,6,21,30,0,0,0,-13.2,-8.9,991,71.28,295,4.4,0.16
2022,1,6,22,30,0,0,0,-13.5,-9.2,991,70.84,291,4.5,0.16
2022,1,6,23,30,0,0,0,-13.8,-9.6,992,71.38,286,4.7,0.16
2022,1,7,0,30,0,0,0,-14.1,-10,992,71.86,282,5,0.16
2022,1,7,1,30,0,0,0,-14.5,-10.3,993,71.33,281,5.2,0.16
2022,1,7,2,30,0,0,0,-14.9,-10.7,994,71.04,281,5.2,0.16
2022,1,7,3,30,0,0,0,-15.3,-11.1,994,70.94,281,5.2,0.16
2022,1,7,4,30,0,0,0,-15.6,-11.4,995,70.87,281,5.1,0.16
2022,1,7,5,30,0,0,0,-15.9,-11.7,995,71.26,281,4.8,0.16
2022,1,7,6,30,0,0,0,-16,-11.9,996,71.64,281,4.5,0.16
2022,1,7,7,30,0,0,0,-16.1,-12,997,71.67,280,4.3,0.16
2022,1,7,8,30,374,31,61,-16,-11.6,998,69.59,279,4.1,0.16
2022,1,7,9,30,699,57,219,-15.8,-10.8,998,66.83,277,3.9,0.16
2022,1,7,10,30,827,71,362,-15.2,-9.8,999,64.76,271,3.8,0.16
2022,1,7,11,30,888,78,462,-14.5,-8.8,999,63.21,265,3.9,0.16
2022,1,7,12,30,914,80,507,-13.9,-7.9,999,62.04,262,4.1,0.16
2022,1,7,13,30,915,76,491,-13.6,-7.4,999,61.41,262,4,0.16
2022,1,7,14,30,884,69,416,-13.4,-7.2,999,61.06,265,3.7,0.16
2022,1,7,15,30,804,58,290,-13.4,-7.4,1000,61.99,269,3.2,0.16
2022,1,7,16,30,607,39,130,-13.6,-7.7,1001,62.51,274,2.6,0.16
2022,1,7,17,30,45,5,4,-13.8,-8,1002,63.28,278,2,0.16
2022,1,7,18,30,0,0,0,-13.3,-8.3,1002,67.23,276,1.2,0.16
2022,1,7,19,30,0,0,0,-12.3,-8.8,1003,75.71,261,0.7,0.16
2022,1,7,20,30,0,0,0,-13,-9.4,1003,75.13,229,0.6,0.16
2022,1,7,21,30,0,0,0,-13.2,-9.9,1003,76.66,195,0.7,0.16
2022,1,7,22,30,0,0,0,-13.3,-10.4,1002,79.38,175,0.9,0.16
2022,1,7,23,30,0,0,0,-13.5,-10.6,1002,79.55,164,1.3,0.16
2022,1,8,0,30,0,0,0,-13.6,-10.6,1003,78.83,161,1.8,0.16
2022,1,8,1,30,0,0,0,-13.5,-10.6,1003,79.2,160,2.3,0.16
2022,1,8,2,30,0,0,0,-13.5,-10.9,1003,81.3,158,2.4,0.16
2022,1,8,3,30,0,0,0,-13.4,-11,1004,82.14,153,2.6,0.16
2022,1,8,4,30,0,0,0,-13.4,-11.1,1003,82.87,144,2.9,0.16
2022,1,8,5,30,0,0,0,-13.4,-11.1,1003,83.12,137,3.3,0.16
2022,1,8,6,30,0,0,0,-13.3,-11.1,1003,83.5,135,3.6,0.16
2022,1,8,7,30,0,0,0,-13.2,-10.7,1003,81.55,135,4,0.16
2022,1,8,8,30,457,25,62,-12.9,-9.3,1002,75.17,140,4.8,0.16
2022,1,8,9,30,746,44,217,-12,-6.8,1002,66.27,150,5.7,0.16
2022,1,8,10,30,860,53,357,-11.3,-4.2,1001,57.53,159,6,0.16
2022,1,8,11,30,905,59,452,-10.2,-1.9,1000,53.11,165,5.8,0.16
2022,1,8,12,30,914,63,492,-8.9,0.2,999,50.62,172,5.8,0.16
2022,1,8,13,30,765,86,435,-7.8,1.9,998,48.53,178,5.8,0.16
2022,1,8,14,30,487,131,324,-6.8,2.7,997,49.58,179,5.5,0.16
2022,1,8,15,30,0,58,58,-5.6,2.5,996,55.27,177,5.3,0.16
2022,1,8,16,30,343,33,85,-4.3,1.9,995,63.33,177,5.6,0.16
2022,1,8,17,30,17,3,3,-3.7,1.4,995,68.87,179,5.9,0.16
2022,1,8,18,30,0,0,0,-2.7,1.3,994,74.47,185,5.8,0.16
2022,1,8,19,30,0,0,0,-2,1.5,995,77.65,195,5.5,0.16
2022,1,8,20,30,0,0,0,-0.9,1.6,995,83.22,189,5.1,0.16
2022,1,8,21,30,0,0,0,-0.2,1.8,994,86.77,180,5.3,0.16
2022,1,8,22,30,0,0,0,0.6,2.4,993,87.84,189,6.1,0.16
2022,1,8,23,30,0,0,0,1.6,2.9,993,91.4,201,6.5,0.16
2022,1,9,0,30,0,0,0,2.2,3.3,992,92.75,206,6.6,0.16
2022,1,9,1,30,0,0,0,2.7,3.5,991,94.8,210,6.7,0.16
2022,1,9,2,30,0,0,0,2.8,3.5,991,95.41,211,6.4,0.16
2022,1,9,3,30,0,0,0,2.5,3.2,991,95.2,213,5.9,0.16
2022,1,9,4,30,0,0,0,2.2,3.1,991,93.63,216,5.6,0.16
2022,1,9,5,30,0,0,0,2.2,3.1,991,93.57,220,5.1,0.16
2022,1,9,6,30,0,0,0,2.3,2.9,992,95.79,226,4.4,0.16
2022,1,9,7,30,0,0,0,2.2,2.7,992,96.73,235,3.8,0.16
2022,1,9,8,30,0,8,8,2.3,3,992,95.03,255,3.5,0.16
2022,1,9,9,30,0,8,8,2.7,3.7,993,93.25,282,3.7,0.16
2022,1,9,10,30,0,11,11,3,4.3,994,91,297,4.8,0.16
2022,1,9,11,30,0,52,52,2.4,4.1,995,88.86,303,5.6,0.16
2022,1,9,12,30,1,58,58,0.8,3.2,995,84.5,308,5.9,0.16
2022,1,9,13,30,31,190,204,-0.7,2.3,996,80.56,311,6.6,0.16
2022,1,9,14,30,47,174,193,-2.7,1.3,997,74.48,313,7,0.16
2022,1,9,15,30,36,125,136,-5.2,0.1,998,67.53,315,6.8,0.16
2022,1,9,16,30,1,37,37,-6.9,-1.1,999,64.68,316,6.2,0.16
2022,1,9,17,30,0,3,3,-7.9,-2.4,1000,65.78,317,5.4,0.16
2022,1,9,18,30,0,0,0,-8.6,-3.6,1001,68.13,316,4.9,0.16
2022,1,9,19,30,0,0,0,-9.2,-4.4,1003,69.43,314,4.8,0.16
2022,1,9,20,30,0,0,0,-9.5,-5,1004,70.62,312,4.7,0.16
2022,1,9,21,30,0,0,0,-9.9,-5.4,1004,70.87,310,4.7,0.16
2022,1,9,22,30,0,0,0,-10.5,-5.8,1004,69.34,308,4.6,0.16
2022,1,9,23,30,0,0,0,-11.2,-6.2,1004,67.86,305,4.4,0.16
2022,1,10,0,30,0,0,0,-11.5,-6.8,1004,69.18,300,4.2,0.16
2022,1,10,1,30,0,0,0,-11.9,-7.4,1004,70.21,295,3.9,0.16
2022,1,10,2,30,0,0,0,-12.3,-8.1,1004,71.53,289,3.6,0.16
2022,1,10,3,30,0,0,0,-12.7,-8.9,1004,73.77,285,3.4,0.16
2022,1,10,4,30,0,0,0,-13.1,-9.5,1004,75.33,283,3.1,0.16
2022,1,10,5,30,0,0,0,-13.2,-10,1004,77.44,282,3,0.16
2022,1,10,6,30,0,0,0,-13.4,-10.3,1003,78.26,284,3.1,0.16
2022,1,10,7,30,0,0,0,-13.7,-10,1004,74.58,284,3.5,0.16
2022,1,10,8,30,12,37,38,-14.2,-9,1004,66.19,283,4.1,0.16
2022,1,10,9,30,2,53,53,-14.5,-7.9,1004,59.3,281,4.4,0.16
2022,1,10,10,30,0,93,93,-13.8,-6.6,1004,56.65,279,4.8,0.16
2022,1,10,11,30,2,160,161,-12.6,-5.2,1003,55.91,279,5.3,0.16
2022,1,10,12,30,189,262,352,-11.7,-4,1002,54.86,279,5.8,0.16
2022,1,10,13,30,514,172,409,-11.4,-3.2,1001,53.28,281,6.1,0.16
2022,1,10,14,30,882,67,421,-11.2,-2.9,1001,52.75,286,6.1,0.16
2022,1,10,15,30,802,57,296,-11.1,-3.1,1002,54.23,291,5.7,0.16
2022,1,10,16,30,629,40,140,-10.6,-4,1002,59.93,296,4.7,0.16
2022,1,10,17,30,76,7,7,-9.9,-4.9,1002,68.08,303,4,0.16
2022,1,10,18,30,0,0,0,-9.8,-5.6,1003,72.3,312,4.1,0.16
2022,1,10,19,30,0,0,0,-10.3,-6.6,1004,75.06,322,4.3,0.16
2022,1,10,20,30,0,0,0,-11.2,-7.9,1005,77.4,328,4.3,0.16
2022,1,10,21,30,0,0,0,-12.3,-9,1006,76.94,328,3.9,0.16
2022,1,10,22,30,0,0,0,-13.2,-9.9,1006,76.69,327,3.3,0.16
2022,1,10,23,30,0,0,0,-13.6,-10.5,1006,77.98,328,2.7,0.16
2022,1,11,0,30,0,0,0,-13.7,-10.9,1007,79.74,331,2.4,0.16
2022,1,11,1,30,0,0,0,-14,-11.1,1007,79.45,338,2.2,0.16
2022,1,11,2,30,0,0,0,-14.2,-11.1,1007,78.01,346,2.1,0.16
2022,1,11,3,30,0,0,0,-14.5,-11.1,1007,75.73,354,2,0.16
2022,1,11,4,30,0,0,0,-14.9,-11.1,1007,73.48,184,1.8,0.16
2022,1,11,5,30,0,0,0,-15.1,-11.2,1007,73.1,21,1.6,0.16
2022,1,11,6,30,0,0,0,-14.9,-11.2,1007,74.13,49,1.1,0.16
2022,1,11,7,30,0,0,0,-14.6,-10.9,1007,74.44,85,1.3,0.16
2022,1,11,8,30,473,25,64,-14.8,-9.7,1007,66.18,120,2,0.16
2022,1,11,9,30,743,44,219,-14.8,-8.1,1007,58.42,147,2.5,0.16
2022,1,11,10,30,851,58,362,-14,-6.5,1007,55.26,165,2.8,0.16
2022,1,11,11,30,908,62,461,-13,-4.9,1006,53.27,178,3.2,0.16
2022,1,11,12,30,931,62,505,-12,-3.5,1005,51.95,189,3.7,0.16
2022,1,11,13,30,928,60,490,-11.2,-2.3,1004,50.49,195,4.2,0.16
2022,1,11,14,30,896,55,417,-10.8,-1.4,1003,48.8,198,4.5,0.16
2022,1,11,15,30,818,48,294,-10.4,-1.2,1002,49.56,196,4.5,0.16
2022,1,11,16,30,637,35,138,-9.5,-2.1,1001,57.08,190,3.9,0.16
2022,1,11,17,30,87,7,7,-8.4,-3.1,1000,66.87,183,4,0.16
2022,1,11,18,30,0,0,0,-8.3,-3.5,999,69.17,180,4.7,0.16
2022,1,11,19,30,0,0,0,-8.2,-3.8,998,71.4,182,5.3,0.16
2022,1,11,20,30,0,0,0,-8,-4.1,997,74.06,186,5.6,0.16
2022,1,11,21,30,0,0,0,-7.8,-4.2,996,75.92,192,5.6,0.16
2022,1,11,22,30,0,0,0,-7.5,-4.2,996,77.6,200,5.4,0.16
2022,1,11,23,30,0,0,0,-7.2,-4,995,78.62,207,5.2,0.16
2022,1,12,0,30,0,0,0,-6.8,-3.8,995,79.91,211,5.1,0.16
2022,1,12,1,30,0,0,0,-6.3,-3.5,994,80.74,212,5.3,0.16
2022,1,12,2,30,0,0,0,-5.8,-3.1,994,81.71,214,5.4,0.16
2022,1,12,3,30,0,0,0,-5.2,-2.8,993,83.4,217,5.1,0.16
2022,1,12,4,30,0,0,0,-4.7,-2.5,993,84.73,221,4.6,0.16
2022,1,12,5,30,0,0,0,-4.3,-2.2,993,85.62,224,4.2,0.16
2022,1,12,6,30,0,0,0,-3.9,-2,993,86.76,226,3.9,0.16
2022,1,12,7,30,0,0,0,-3.6,-1.7,993,86.94,226,3.9,0.16
2022,1,12,8,30,16,40,41,-3.2,-0.6,993,82.77,225,4.2,0.16
2022,1,12,9,30,730,46,219,-2.2,1.6,993,75.92,229,4.7,0.16
2022,1,12,10,30,248,169,258,-1,3.8,993,70.99,235,5,0.16
2022,1,12,11,30,185,215,297,0.1,5.4,992,68.49,237,4.6,0.16
2022,1,12,12,30,202,233,330,0.7,6,991,68.7,236,4.2,0.16
2022,1,12,13,30,174,217,298,1.1,6,991,70.57,235,3.5,0.16
2022,1,12,14,30,234,189,284,1.5,5.3,990,76.54,231,2.6,0.16
2022,1,12,15,30,5,50,52,1.9,3.9,990,86.73,228,2,0.16
2022,1,12,16,30,19,62,65,1.2,2.4,990,91.46,228,1.9,0.16
2022,1,12,17,30,0,2,2,0.4,1.5,990,92.14,230,2,0.16
2022,1,12,18,30,0,0,0,0.3,1.3,990,93.12,233,2,0.16
2022,1,12,19,30,0,0,0,0.4,1.4,991,92.8,237,2.1,0.16
2022,1,12,20,30,0,0,0,0.5,1.6,990,92.32,239,2,0.16
2022,1,12,21,30,0,0,0,0.6,1.6,990,92.97,234,1.8,0.16
2022,1,12,22,30,0,0,0,0.7,1.3,989,95.48,227,1.6,0.16
2022,1,12,23,30,0,0,0,0.7,0.8,989,99.37,222,1.6,0.16
2022,1,13,0,30,0,0,0,0.3,0.3,988,100,216,1.6,0.16
2022,1,13,1,30,0,0,0,0.1,0.1,988,100,208,1.7,0.16
2022,1,13,2,30,0,0,0,0.3,0.3,987,100,204,1.9,0.16
2022,1,13,3,30,0,0,0,0.6,0.6,987,100,201,2.2,0.16
2022,1,13,4,30,0,0,0,0.7,0.8,986,99.04,196,2.2,0.16
2022,1,13,5,30,0,0,0,0.4,0.6,986,98.32,189,1.9,0.16
2022,1,13,6,30,0,0,0,0.1,0.5,985,97.3,181,1.8,0.16
2022,1,13,7,30,0,0,0,0,0.5,985,96.11,173,1.9,0.16
2022,1,13,8,30,2,32,32,0,0.8,985,94.1,168,2.1,0.16
2022,1,13,9,30,14,96,99,0.3,1.4,984,92.12,167,2.1,0.16
2022,1,13,10,30,166,179,239,0.9,2.4,984,89.79,176,2,0.16
2022,1,13,11,30,235,220,324,1.8,3.7,983,87.41,199,1.8,0.16
2022,1,13,12,30,26,138,151,2.6,4.6,983,86.66,234,1.5,0.16
2022,1,13,13,30,38,170,188,3,5,982,86.99,277,1.2,0.16
2022,1,13,14,30,64,186,212,3.3,4.8,982,90.31,316,1.1,0.16
2022,1,13,15,30,3,72,73,3.2,4,983,94.59,339,1.2,0.16
2022,1,13,16,30,0,14,14,2.5,2.9,983,97.37,352,1.6,0.16
2022,1,13,17,30,0,2,2,2.2,2.3,984,99.09,182,2.2,0.16
2022,1,13,18,30,0,0,0,2,2.2,985,98.74,10,2.8,0.16
2022,1,13,19,30,0,0,0,1.7,1.7,986,100,16,3.1,0.16
2022,1,13,20,30,0,0,0,1.2,1.2,986,100,17,3.1,0.16
2022,1,13,21,30,0,0,0,0.6,0.6,987,100,14,3,0.16
2022,1,13,22,30,0,0,0,0.2,0.2,988,100,10,3.1,0.16
2022,1,13,23,30,0,0,0,-0.2,-0.1,988,99.41,9,3.2,0.16
2022,1,14,0,30,0,0,0,-0.6,-0.4,988,98.68,10,3.1,0.16
2022,1,14,1,30,0,0,0,-1,-0.8,988,98.43,10,3,0.16
2022,1,14,2,30,0,0,0,-1.5,-1.1,989,97.37,8,3,0.16
2022,1,14,3,30,0,0,0,-1.9,-1.4,989,96.7,7,3,0.16
2022,1,14,4,30,0,0,0,-2.2,-1.6,990,95.83,10,3,0.16
2022,1,14,5,30,0,0,0,-2.5,-1.9,990,95.38,16,2.9,0.16
2022,1,14,6,30,0,0,0,-2.9,-2.2,991,94.97,21,2.8,0.16
2022,1,14,7,30,0,0,0,-3.2,-2.1,991,92.1,25,2.9,0.16
2022,1,14,8,30,252,26,48,-3.2,-1.1,992,85.44,32,3.4,0.16
2022,1,14,9,30,0,22,22,-3.2,0.3,992,77.43,40,3.8,0.16
2022,1,14,10,30,0,26,26,-2.9,1.5,993,72.39,44,3.8,0.16
2022,1,14,11,30,1,128,128,-2.5,2.3,993,70.78,44,3.5,0.16
2022,1,14,12,30,0,156,156,-2,2.8,992,70.74,42,3.2,0.16
2022,1,14,13,30,1,158,158,-1.7,2.8,992,72.31,39,2.9,0.16
2022,1,14,14,30,1,87,87,-1.6,2.4,992,74.72,38,2.8,0.16
2022,1,14,15,30,2,77,78,-1.7,1.7,992,78.2,39,2.4,0.16
2022,1,14,16,30,0,15,15,-1.4,0.4,993,87.73,43,1.8,0.16
2022,1,14,17,30,0,2,2,-2,-0.6,993,90.36,48,2,0.16
2022,1,14,18,30,0,0,0,-2.3,-0.8,994,89.69,53,2.8,0.16
2022,1,14,19,30,0,0,0,-2.6,-1.2,994,90.2,58,3.5,0.16
